Author,Quotes,Political Orientation
Bill Kristol,"I personally - if I were designing the tax code - would have a tax code in which Mitt Romney paid more than 13 percent, given what I know about the kind of investments he made money from.",Conservative
Bill Kristol,"Since Ronald Reagan's election in 1980, conservatives of various sorts, and conservatisms of various stripes, have generally been in the ascendancy. And a good thing, too! Conservatives have been right more often than not - and more often than liberals - about most of the important issues of the day.",Conservative
Bill Kristol,Conservative policies have on the whole worked - insofar as any set of policies can be said to 'work' in the real world. Conservatives of the Reagan-Bush-Gingrich-Bush years have a fair amount to be proud of.,Conservative
Bill Kristol,"Lest conservatives be too proud, it's worth recalling that conservatism's rise was decisively enabled by liberalism's weakness.",Conservative
Bill Kristol,"There will be trying times during Obama's presidency, and liberty will need staunch defenders. Can Obama reshape liberalism to be, as it was under F.D.R., a fighting faith, unapologetically patriotic and strong in the defense of liberty? That would be a service to our country.",Conservative
Bill Kristol,"If terror groups are to be defeated, it is national governments that will have to do so. In nations like India, governments will have to call on the patriotism of citizens to fight the terrorists. In a nation like Pakistan, the government will have to be persuaded to deal with those in their midst who are complicit.",Conservative
Bill Kristol,"The average GOP presidential vote in these last five elections was 44.5 percent. In the last three, it was 48.1 percent. Give Romney an extra point for voter disillusionment with Obama, and a half-point for being better financed than his predecessors. It still strikes me as a path to narrow defeat.",Conservative
Bill Kristol,"Conservatives shouldn't count on the Supreme Court to do our work for us on Obamacare. The Court may rule as it should, and strike down the mandate. But it may not. And even if it does, the future of health care in America - and for that matter, the future of limited government - depends ultimately on the verdict of the American people.",Conservative
Bill Kristol,"While a defeat for Obamacare in the Court would be nice, the defeat of President Obama at the polls on November 6 is crucial. If electoral victory is achieved, Obamacare can and will be repealed - and more judges of a constitutionalist persuasion will be appointed by the next president.",Conservative
Bill Kristol,"Romney has to convince the American public that they need to do something they're not usually inclined to do - replace a sitting president with a challenger. And unlike in 1980 and 1992, when the public was persuaded to do just that, the incumbent president has not been weakened by a primary opponent.",Conservative
Bill Kristol,"If Romney explains why where we are with Obama is unacceptable, why whither we are tending is even worse - and why his own alternative path forward is superior - then we trust the American people to make the right choice in November.",Conservative
Bill Kristol,The rule of law is crucial to a civilized society - so we should go out of our way to uphold and strengthen it to the extent possible.,Conservative
Bill Kristol,Republican government presupposes decent and admirable qualities among its citizens - so we should be serious about strengthening character and inculcating virtue.,Conservative
Ben Stein,"Jump into the middle of things, get your hands dirty, fall flat on your face, and then reach for the stars.",Conservative
Ben Stein,"Screaming at children over their grades, especially to the point of the child's tears, is child abuse, pure and simple. It's not funny and it's not good parenting. It is a crushing, scarring, disastrous experience for the child. It isn't the least bit funny.",Conservative
Ben Stein,"If Iran and North Korea, by some horrible, devilish, nightmarish scenario, got together and went to war at the same time, one against Saudi Arabia and one against South Korea, I don't know what we would do about that. I don't know that we could stop them short of using nuclear weapons.",Conservative
