,Author,Political Orientation,Quotes,language
985,Tony Judt,Progressive,"When Communism fell in 1989, the temptation for Western commentators to gloat triumphantly proved irresistible. This, it was declared, marked the end of History. Henceforth, the world belonged to liberal capitalism – there was no alternative – and we would all march forward in unison towards a future shaped by peace, democracy and free markets. Twenty years on this assertion looks threadbare.	There can be no question that the fall of the Berlin Wall and the domino-like collapse of Communism states from the suburbs of Vienna to the shores of the Pacific marked a very significant transition: one in which millions of men and women were liberated from a dismal and defunct ideology and its authoritarian institutions. But no one could credibly assert that what replaced Communism was an era of idyllic tranquility. There was no peace in post-Communist Yugoslavia, and precious little democracy in any of the successor states of the Soviet Union.	As for free markets, they surely flourished, but it is not clear for whom. The West – Europe and the United States above all – missed a once-in-a-century opportunity to re-shape the world around agreed and improved international institutions and practices. Instead, we sat back and congratulated ourselves upon having won the Cold War: a sure way to lose the peace. The years from 1989 to 2009 were consumed by locusts.",en
986,Tony Judt,Progressive,"Those who got the twentieth century right, whether in anticipation [..] or as contemporary observations, had to be able to imagine a world for which there was no precedent.",en
987,Tony Judt,Progressive,We must distinguish better than some of our predecessors between desirable ends and unacceptable means.,en
988,Tony Judt,Progressive,"Thinking ‘economistically’, as we have done now for thirty years, is not intrinsic to humans.",en
990,Tony Judt,Progressive,"All modern U.S. presidents are perforce politicians, prisoners of their past pronouncements, their party, their constituency, and their colleagues.",en
993,Tony Judt,Progressive,"Something is profoundly wrong with the way we live today. For thirty years we have made a virtue out of the pursuit of material self-interest: indeed, this very pursuit now constitutes whatever remains of our sense of collective purpose. We know what things cost but have no idea what they are worth. We no longer ask of a judicial ruling or a legislative act: is it good? Is it fair? Is it just? Is it right? Will it help bring about a better society or a better world? Those used to be the political questions, even if they invited no easy answers. We must learn once again to pose them. The materialistic and selfish quality of contemporary life is not inherent in the human condition. Much of what appears ‘natural’ today dates from the 1980s: the obsession with wealth creation, the cult of privatization and the private sector, the growing disparities of rich and poor. And above all, the rhetoric which accompanies these: uncritical admiration for unfettered markets, disdain for the public sector, the delusion of endless growth. We cannot go on living like this.",en
994,Tony Judt,Progressive,Inequality is corrosive. It rots societies from within.,en
995,Tony Judt,Progressive,"What, then, should we have learned from 1989? Perhaps, above all, that nothing is either necessary or inevitable.",en
996,Tony Judt,Progressive,"The only thing worse than too much government is too little: in failed states, people suffer at least as much violence and injustice as under authoritarian rule, and in addition their trains do not run on time.",en
997,Tony Judt,Progressive,"We are all familiar with intellectuals who speak only on behalf of their country, class, religion, 'race,' 'gender,' or 'sexual orientation,' and who shape their opinions according to what they take to be the interest of their affinity of birth or predilection. But the distinctive feature of the liberal intellectual in past times was precisely the striving for universality; not the unworldly or disingenuous denial of sectional identification but the sustained effort to transcend that identification in search of truth or the general interest. . . . In today's America, neoconservatives generate brutish policies for which liberals provide the ethical fig leaf. There really is no other diifference between them.",en
