,Author,Quotes,Political Orientation
1935,Ben Shapiro,"MORGAN: I’m not the one who came in here and accused you of standing on the graves of dead children -- SHAPIRO: Because you’re the one who is doing that. I’m punching back twice as hard. MORGAN: That’s what I call bullying. SHAPIRO: You know what I call it? Punching back twice as hard, in the words of President Obama.",Right
2163,Ben Shapiro,"I would really like to hear your policy prescriptions for what we should do about guns because you say you respect the second amendment. You know, I brought this here for you so you can read it. It’s the Constitution,",Right
2164,Ben Shapiro,"Morgan would later slam down that copy of the Constitution and call it your little book – rejecting a universally-accepted framework for discussing gun control, and throwing it in the American people’s faces. Just over a year later, Piers was off the air.",Right
2165,Ben Shapiro,"global warming, for example, the proper question is not whether man is causing global warming. The question is whether man can fix global warming",Right
2166,Ben Shapiro,point out that throwing around accusations without evidence makes your opponent a piece of garbage,Right
2167,Ben Shapiro,"In fact, if your opponent thinks you’re not worthy of debating, he isn’t worthy of debating.",Right
2168,Ben Shapiro,"You know he’s going to call you a racist, because he always calls his opponents racist.",Right
2169,Ben Shapiro,"As a general matter, the left’s favorite three lines of attack are (1) you’re stupid; (2) you’re mean; (3) you’re corrupt.",Right
2171,Ben Shapiro,The left knows this is war. And they know you are the enemy. You will be castigated. You will get punched. That’s the way it will go because that’s how the left wins: through intimidation and cruelty.,Right
2172,Ben Shapiro,There’s a reason that major Democratic candidates work with Hollywood.,Right
2173,Ben Shapiro,"But you don’t have to hate it. In fact, it can be an absolute blast. The moment you don’t give a damn what they say about you because you realize they’re lying is the moment you have the upper hand.",Right
2174,Ben Shapiro,"For decades, conservatives have been hit by bullies. And there’s only one way to deal with bullies. In the words of the White House, punch back twice as hard.",Right
2176,Ben Shapiro,"On abortion, the left says it is for choice, but ignores that the baby has no choice.",Right
2401,Ben Shapiro,"Let The Other Side Have Meaningless Victories. This is a parlor trick you can use to great effect with your leftist friends. Leftists prize faux moderation above all else; by granting them a point or two, you can convince them that you aren’t a radical right-winger at all.",Right
2402,Ben Shapiro,"The left is expert at imagistics. The right is not, because the right falsely believes that shallow imagistics can be beaten with substance. Which has worked out fabulously for every great actress who is 300 lbs. in Hollywood – all two of them who are working.",Right
2403,Ben Shapiro,"So the next time they mention Bush, your reply should be, WILLIAM MCKINLEY. Bush has nothing to do with anything.",Right
2405,Ben Shapiro,"This is the Hollywood argument same-sex marriage: you like certain characters, so if you don’t like their behavior, it’s because you’re mean and nasty. This is what Hollywood does best.",Right
2406,Ben Shapiro,"At the university level, this perspective is commonplace – and that leads to ideological discrimination.",Right
2408,Ben Shapiro,"Let’s be real, tweeted conservative commentator and frequent Trump critic Ben Shapiro, The Cut Cut Cut Act is better branding than anything the GOP has come up with in 20 years. Even the liberal publication The Atlantic declared it effective branding, adding that Congress is manifestly awful at naming its own bills.",Right
